id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1350741098728551622,Accessible Private Room #1809 B,533234561,Tina,,Cambridgeport,42.36245,-71.11032,Private room,,91,0,,,13,79,0,
1351502006752175541,Boston Modern Lux | Subway | Family/Business Ready,502043395,Tra My,,East Cambridge,42.36302707481746,-71.08057829097683,Entire home/apt,725,2,20,2025-09-15,3.03,7,259,20,
1351527141697304081,Back-Bay Upscale Central Condo Rooftop & Parking,463475392,Haroldo,,East Cambridge,42.362063,-71.08106,Entire home/apt,620,2,12,2025-08-31,1.86,33,181,12,
1353685817579982273,2 Bed Near Harvard Square,43450256,Steve,,Mid-Cambridge,42.37397,-71.11244,Entire home/apt,271,3,0,,,83,56,0,
1354154405745305539,Classic Private Room #1810 B,533234561,Tina,,East Cambridge,42.36826514314409,-71.08222739430396,Private room,45,91,1,2025-09-15,1,13,114,1,
1354155827658310221,Functional Private Room #1783 C,533234561,Tina,,Neighborhood Nine,42.38380436556492,-71.1284287669729,Private room,,91,0,,,13,64,0,
1354791369685883134,Room near Davis/Porter Square,247952983,Isabelle,,North Cambridge,42.3967,-71.12739,Private room,65,28,1,2025-08-16,0.68,3,180,1,
1354802631686341472,Large Room near Davis/Porter Sq,247952983,Isabelle,,North Cambridge,42.39637506877658,-71.1290589631536,Private room,67,24,3,2025-07-17,0.51,3,270,3,
1355905092682683093,Cozy Cambridge Apartment in College Town!,122377513,Evolve,,Riverside,42.3659984,-71.113691,Entire home/apt,165,30,1,2025-07-27,0.47,2,300,1,C0984769728
1358243324700981287,Wonderful 2Bedroom apartment for rent,373675137,Liya,,North Cambridge,42.3936739871016,-71.13416979310925,Entire home/apt,,29,0,,,97,0,0,
1358722925152934866,"Blueground | Kendall Sq, AC, w/d, nr MIT Museum",107434423,Blueground,,East Cambridge,42.3659952,-71.08366749999999,Entire home/apt,321,31,0,,,169,242,0,
1359013623672760636,Back-Bay Lux Central 2BR Condo with Rooftop and Pa,463475392,Haroldo,,East Cambridge,42.36206,-71.08106,Entire home/apt,864,2,7,2025-09-01,1.08,33,186,7,
1360027669257002800,"Blueground | Central Sq, w/d, nr MIT Museum",107434423,Blueground,,The Port,42.3639769,-71.0997774,Entire home/apt,,31,0,,,169,280,0,
1361546931809070698,Cambridge Cozy Nest (3Br1Bath1Parking),458543134,Deqiang,,The Port,42.36753319142045,-71.09606578011469,Entire home/apt,213,1,20,2025-09-08,3.28,2,188,20,
1364618340700955037,2 beds condo free parking,173354770,Tingying Wu,,North Cambridge,42.39089,-71.12267,Entire home/apt,231,30,0,,,2,195,0,
1366135541586284834,Fantastic 1Bedroom in Beacon Hill,373675137,Liya,,North Cambridge,42.39433140884074,-71.13200946297015,Private room,,29,1,2025-03-22,0.16,97,0,1,
1366722484066618364,Bright 3 Bed Near Harvard Square,43450256,Steve,,Mid-Cambridge,42.371621259557195,-71.11274849119306,Entire home/apt,50,30,2,2025-08-17,0.58,83,362,2,
1368964327475569224,Queen Room Near Harvard Square,43450256,Steve,,Mid-Cambridge,42.37179,-71.11089,Private room,37,30,0,,,83,332,0,
1369001477264761823,Private Room Near Harvard Square,43450256,Steve,,Mid-Cambridge,42.37339,-71.11241,Private room,29,30,0,,,83,355,0,
1369035290877992847,Room in Heart of Harvard Square,43450256,Steve,,Mid-Cambridge,42.373476778681805,-71.11129907955485,Private room,43,30,1,2025-05-01,0.20,83,337,1,
1369100335249440399,Cozy Home in Central Square,331238565,Caelan,,The Port,42.36534899999999,-71.0972199,Entire home/apt,248,2,12,2025-09-21,4.50,1,151,12,STR-1155446
1371134817378285766,Super Lovely 2 Bedroom apt in Cambridge,373675137,Liya,,North Cambridge,42.394319580177914,-71.13379006962305,Entire home/apt,130,29,7,2025-09-02,1.34,97,170,7,
1371846648224821367,Cozy 2Bedroom apt in Cambridge with parking,417546358,Luca,,North Cambridge,42.39302,-71.13204,Entire home/apt,125,29,8,2025-09-08,1.22,2,170,8,
1374446242070484549,2bed/2bath in Cambridgeport,191243239,Flora,,Cambridgeport,42.36171478654466,-71.1100561601739,Entire home/apt,110,25,2,2025-08-27,0.79,1,85,2,
1378385310125670045,Charming Kendall Square Rowhouse,22367355,Emma,,East Cambridge,42.36962,-71.08129,Entire home/apt,200,30,0,,,2,43,0,
1379008241594306699,Black Sheep restaurant features fireman regalia,684804532,Kendall Hotel,,Area 2/MIT,42.362231,-71.087385,Private room,,1,1,2025-08-28,0.94,6,11,1,
1379008242253723111,Charming Americana elements & homey vibe,684804532,Kendall Hotel,,Area 2/MIT,42.362231,-71.087385,Private room,,1,2,2025-09-08,1.46,6,9,2,
1379008321349745029,Early American décor & accessible features,684804532,Kendall Hotel,,Area 2/MIT,42.362231,-71.087385,Private room,,1,0,,,6,13,0,
1379008342390587610,Full kitchen and original artwork,684804532,Kendall Hotel,,Area 2/MIT,42.362231,-71.087385,Private room,,1,0,,,6,17,0,
1379008406971631030,Cozy former firehouse turned hotel,684804532,Kendall Hotel,,Area 2/MIT,42.362231,-71.087385,Private room,364,1,0,,,6,18,0,
1379008429103956646,Historic gem near Kendall Square,684804532,Kendall Hotel,,Area 2/MIT,42.362231,-71.087385,Private room,,1,0,,,6,17,0,
1379039627516074486,"Cambridge 2 bed, Parking, near subway, near Boston",1173834,Charles A.,,North Cambridge,42.39059,-71.12385,Entire home/apt,153,31,7,2025-08-20,1.31,1,93,7,
1379641804125594490,Modern 1BR Open Design,200043193,Andrew,,Cambridgeport,42.3560892,-71.1103243,Entire home/apt,253,3,15,2025-08-23,2.90,1,256,15,
1379683449928716882,Cozy 3bed apt for rent,373675137,Liya,,North Cambridge,42.39242,-71.13416,Entire home/apt,,29,0,,,97,0,0,C0243960491
1379828246472933470,"Quiet Room, Private Desk, Walk to MIT, Near Shops",43450256,Steve,,East Cambridge,42.36910229403946,-71.07990744995915,Private room,105,30,1,2025-06-01,0.25,83,352,1,
1380521885455054858,"Large Room, 2 Beds, 2 Desks, Walk to MIT & Transit",43450256,Steve,,East Cambridge,42.367193379426055,-71.07855839974223,Private room,128,30,0,,,83,281,0,
1380539853823927702,"Quiet Room,  Private Desk, Walk to MIT, Near Shops",43450256,Steve,,East Cambridge,42.36925205850516,-71.07910178256036,Private room,53,30,0,,,83,352,0,
1380581474225293413,"Quiet Room,  Private Desk, Walk to MIT, Near Shops",43450256,Steve,,East Cambridge,42.36901,-71.07894,Private room,105,30,0,,,83,345,0,
1380756151232730831,"Luxurious Condo near MIT, Harvard & the T+ Parking",18776842,Delphine,,Wellington-Harrington,42.3704760099686,-71.0917657259649,Entire home/apt,486,2,35,2025-09-25,5.56,5,151,35,
1382164920114729515,"Luxurious condo | MIT, Harvard, T | Free parking",18776842,Delphine,,The Port,42.36849,-71.09452,Entire home/apt,352,2,25,2025-09-15,4.19,5,120,25,
1382181491841133270,"Luxurious condo | MIT, Harvard, T | Free parking",18776842,Delphine,,Wellington-Harrington,42.36805023857854,-71.09377012260526,Entire home/apt,379,2,28,2025-09-22,4.62,5,121,28,
1383640708826380397,"Luxe Penthouse | MIT, Harvard, T & Free parking",18776842,Delphine,,Wellington-Harrington,42.37237,-71.09573,Entire home/apt,1486,2,5,2025-08-29,0.94,5,117,5,
1385416357920651990,Scandinavian Retreat in Cambridge,272480550,John,,West Cambridge,42.376436826262264,-71.14782273817026,Entire home/apt,600,2,18,2025-09-23,4.06,1,312,18,
1386358600461246628,Walk to Harvard & MIT 4,15154687,Taskin,,Riverside,42.36576,-71.10854,Private room,93,1,25,2025-09-21,6.05,16,351,25,
1386369150239003217,Walk to Harvard & MIT 5,15154687,Taskin,,Riverside,42.36558,-71.10805,Private room,96,1,20,2025-09-20,4.11,16,342,20,
1388518018571007986,Boston Entire Home Game Room Group Retreat Harvard,70960455,Jennifer,,Agassiz,42.38469778707693,-71.11610278762599,Entire home/apt,686,2,38,2025-09-22,6.37,1,204,38,
1389043547642682075,North End Downtown Lux Modern | Near Subway,502043395,Tra My,,East Cambridge,42.36297,-71.07964,Entire home/apt,685,2,14,2025-09-18,2.50,7,268,14,
1390088383620900426,Architectural Gem Near Harvard,465423955,Tejas,,Neighborhood Nine,42.38492,-71.13642,Entire home/apt,291,1,17,2025-09-21,3.27,1,310,17,
1390520609103223698,"Blueground | Kendall Sq, gym, w/d & roof, nr mit",107434423,Blueground,,East Cambridge,42.3674074,-71.0783837,Entire home/apt,245,31,0,,,169,121,0,
1390776994282697673,"Your gateway to Cambridge, Somerville, and Boston",3787706,Thomas,,North Cambridge,42.389532065027375,-71.12208690978699,Private room,55,30,0,,,1,90,0,C0549350491
1391449092465910284,Relaxing Room w/ Stunning River Views - Near MIT,657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,40000,1,0,,,28,322,0,C0015760490
1394132001148142558,Classic Private Room #588 B,533234561,Tina,,Mid-Cambridge,42.37017,-71.10073,Private room,53,31,0,,,13,113,0,C0523720491
1394968600661186278,"Older, Simple 3 Bed, 1 Bath Near MIT & Harvard",43450256,Steve,,Wellington-Harrington,42.37158940183897,-71.08972421331113,Entire home/apt,265,3,0,,,83,0,0,
1396380531047539505,"3BR Near MIT, Harvard-w/Parking",689256921,Anh,,Cambridgeport,42.36247,-71.11113,Entire home/apt,360,3,14,2025-09-01,3.44,1,290,14,
1397288373908458862,Cozy one-bed in Harvard Square,689492120,Helen,,West Cambridge,42.3733879,-71.12499509999999,Entire home/apt,87,91,0,,,1,150,0,
1399324488510703204,Sunny 1BR — Private Entrance,34683133,Hanane,,North Cambridge,42.39256,-71.13423,Entire home/apt,121,91,0,,,1,296,0,
1400828514392681407,2 Bed Near MIT & Harvard,43450256,Steve,,Wellington-Harrington,42.37351252270071,-71.08821714498241,Entire home/apt,212,3,0,,,83,55,0,
1401713739648827867,Cambridge Harvard - MIT Room 1,19788941,Jean Manuel,,Wellington-Harrington,42.36816,-71.09404,Private room,112,1,0,,,7,346,0,
1403041072445423229,Entire Apartment | Modern Condo | Harvard,9928124,Zayetta,,Agassiz,42.38301862455448,-71.11319573601223,Entire home/apt,,2,2,2025-09-13,2,1,176,2,C0531872740
1405144997307657425,Harvard Hideaway,33963271,Alena,,West Cambridge,42.378004190124535,-71.12370830191242,Entire home/apt,175,30,1,2025-08-29,1,1,301,1,
1405976958154277808,Small Queen Bedroom Near MIT,43450256,Steve,,East Cambridge,42.36733952237317,-71.08155596018882,Private room,108,4,1,2025-09-10,1,83,344,1,
1410214202701147012,"Large Room,  Private Desk, Walk to MIT, Near Shops",43450256,Steve,,East Cambridge,42.369226884905785,-71.08037772761571,Private room,35,30,0,,,83,330,0,
1412038031522771516,"Modern Renovated 1BR Red Line,Harvard, MIT",31340713,Kama,,North Cambridge,42.39397771933317,-71.13448394357422,Entire home/apt,167,30,1,2025-05-24,0.23,10,343,1,
1413037033838490901,Luxury 2b2b East Cambridge,680762957,Mouad,,East Cambridge,42.36961913945916,-71.07498564597746,Entire home/apt,,3,3,2025-08-04,0.91,1,0,3,
1415216786287737301,Near Harvard & Central Square,3011415,Sherry,,Riverside,42.3667861725158,-71.11202195101465,Entire home/apt,195,31,0,,,2,170,0,C0314940491
1416639675161781755,Ultimate Downtown Boston Game Loft + Free Parking,51838917,Crizelda,,East Cambridge,42.36834,-71.07285,Entire home/apt,1030,2,5,2025-09-17,5,3,338,5,
1419653782431017269,Modern 1BR w/ Private Entry | Prime Location,266312920,STARS Of,,North Cambridge,42.395417657110634,-71.13413600996363,Entire home/apt,,30,1,2025-07-21,0.43,6,340,1,
1419735548525932997,5th floor sunny apartment,9793577,Catalina,,Neighborhood Nine,42.3868339,-71.1304754,Entire home/apt,175,1,5,2025-09-20,1.26,4,73,5,C0536020491
1419873832133387968,Apartment in Cambridge,54878381,Deana,,West Cambridge,42.38176,-71.13362,Entire home/apt,243,1,7,2025-09-18,1.68,1,73,7,
1425310306953110245,"Blueground | Central Square, garden, nr Harvard",107434423,Blueground,,Cambridgeport,42.3598515,-71.1010452,Entire home/apt,341,31,0,,,169,365,0,
1426970163931579930,Spacious 3 Bed 2 Bath w/ W/D,43450256,Steve,,East Cambridge,42.37193595827412,-71.08413602769397,Entire home/apt,400,30,0,,,83,279,0,C0435610491
1432631054379149017,Bright & Spacious 3BR Condo in Central Cambridge,698396149,Cayla,,The Port,42.36584019081225,-71.09619095823709,Entire home/apt,494,1,20,2025-09-08,5.31,1,166,20,
1436606286275785751,Duplex Rooftop at MIT/Kendall Sq - 2 FREE Parking,132084149,Serene,,Wellington-Harrington,42.36704334718992,-71.09000398203258,Entire home/apt,567,1,8,2025-09-20,4.21,3,348,8,C0539620491
1439185048991318612,Walk to Harvard & MIT 6,15154687,Taskin,,Riverside,42.364351014565834,-71.10764426279435,Private room,92,1,15,2025-09-22,5.42,16,345,15,
1439319821021536444,1000ft² | Free Parking | King Bed | WFH Setup,143825203,Aric,,Cambridge Highlands,42.39325,-71.1546,Entire home/apt,170,1,10,2025-09-04,2.83,1,193,10,
1439840107587058996,near MIT 1 BR | near Kendall Square & MIT | Gym,163251048,Global Luxury,,East Cambridge,42.363747,-71.083374,Entire home/apt,,30,0,,,1,19,0,
1441219938820751653,Luxe 3BR apartment at MIT/Harvard/MGH Free Parking,132084149,Serene,,Wellington-Harrington,42.36899004619023,-71.09257401678133,Entire home/apt,429,20,0,,,3,340,0,C0421950491
1442190452341432060,Cozy 2-Bed Apt Near MIT/Harvard + Parking,73885693,Blake,,The Port,42.36513599766357,-71.09967326739692,Entire home/apt,295,1,26,2025-09-19,7.36,2,149,26,
1443555192209357989,Walk to Harvard & MIT 1,15154687,Taskin,,Cambridgeport,42.36376674947783,-71.10858210219482,Private room,97,1,3,2025-09-11,3,16,344,3,
1443585853586366833,Walk to Harvard & MIT XX,15154687,Taskin,,Riverside,42.36365,-71.10966,Private room,116,1,2,2025-08-28,0.63,16,0,2,
1444283083184036321,Apartment @ MIT | 1BR + Study,701453850,Andriy,,East Cambridge,42.36490729073046,-71.08319520950317,Entire home/apt,195,3,1,2025-09-07,1,1,41,1,
1446601774034134816,Near Biotechs & MIT: Cozy Condo w/ Fireplace,122377513,Evolve,,East Cambridge,42.36915,-71.08382,Entire home/apt,359,3,2,2025-08-28,1.43,2,277,2,STR-1163543
1447873768040156812,Luxury 2BR Apt Near Kendall Sq,20857768,Compass,,Cambridgeport,42.3567894,-71.1058949,Entire home/apt,,30,0,,,14,0,0,
1447874415605002128,Luxury Apt with Amenities,20857768,Compass,,Area 2/MIT,42.363145,-71.0878918,Entire home/apt,,30,0,,,14,1,0,
1447874951198409920,Modern Apt In Kendall Square,20857768,Compass,,Area 2/MIT,42.363145,-71.0878918,Entire home/apt,377,30,0,,,14,344,0,
1447875564779712913,Modern Apt with Gym,20857768,Compass,,Area 2/MIT,42.36315,-71.08789,Entire home/apt,,30,0,,,14,0,0,
1447876004087276541,Modern Apt In Kendall Square with Gym,20857768,Compass,,Area 2/MIT,42.363145,-71.0878918,Entire home/apt,379,30,0,,,14,347,0,
1450459566312144067,"Blueground | Cambridgeport, rooftop, nr MIT",107434423,Blueground,,Cambridgeport,42.3566171,-71.1062455,Entire home/apt,,30,0,,,169,211,0,
1452951335972811486,Stunning View Apt in Cambrige,158837906,Dan,,East Cambridge,42.37194,-71.07348,Entire home/apt,615,3,0,,,1,85,0,
1453975479245436822,(3) New Garage Studio Guesthouse,88140341,Ana,,North Cambridge,42.39308,-71.13055,Entire home/apt,189,1,17,2025-09-21,6.99,1,229,17,
1456111746764187509,"Mit/Harvard, Central Sq, 2 room studio w/ Porch",31340713,Kama,,Riverside,42.36403,-71.11389,Entire home/apt,148,3,3,2025-08-31,1.34,10,315,3,
1461488700013373652,"Blueground | Cambridgeport, rooftop, nr MIT",107434423,Blueground,,Cambridgeport,42.3566171,-71.1062455,Entire home/apt,325,30,0,,,169,353,0,
1462185011882477570,"Blueground | East Cambridge, nr Charles River",107434423,Blueground,,East Cambridge,42.373028,-71.0785923,Entire home/apt,281,30,0,,,169,310,0,
1462185605613502582,"Blueground | East Cambridge, nr Charles River",107434423,Blueground,,East Cambridge,42.373028,-71.0785923,Entire home/apt,260,30,0,,,169,128,0,
1463379838260676169,Private Room Walk to T and Harvard,93503221,Lynne,,Mid-Cambridge,42.37351,-71.10658,Private room,70,1,6,2025-09-12,2.54,8,53,6,
1463436344277699858,4B in heart of Cambridge,564540561,Shasha,,Wellington-Harrington,42.37277,-71.08997,Entire home/apt,222,91,0,,,2,301,0,
1466017729377657852,Cozy 2BR near Harvard & MIT,62409039,Lenya,,Mid-Cambridge,42.37347,-71.10678,Entire home/apt,248,1,13,2025-09-19,7.36,1,281,13,
1466571176275229350,NEW TownHome Walkable near Boston Harvard MIT,38116079,Hank,,North Cambridge,42.39734712522591,-71.1295735451373,Entire home/apt,507,2,11,2025-09-20,4.78,2,196,11,
1466971443506714159,New Downtown Boston Harbor High End Family Gem,38116079,Hank,,East Cambridge,42.36713,-71.07569,Entire home/apt,803,2,3,2025-07-27,1.30,2,244,3,
1467489215897092838,"King bed, jetted tub and separate  living space",707966518,Le Meridien CambridgeMIT Presi,,Cambridgeport,42.36211,-71.10006,Private room,703,1,0,,,1,43,0,
1468163786076519556,Harvard MIT Lux | Game Room + Parking + Subway,502043395,Tra My,,Mid-Cambridge,42.372107215156845,-71.10446999936121,Entire home/apt,706,2,2,2025-09-06,0.88,7,323,2,
1468328881904582328,Entire Luxury 2bed Condo in Cambridge,95397630,Imran,,East Cambridge,42.36906,-71.0731,Entire home/apt,417,2,0,,,2,313,0,
1469699456787005282,2BR in Cambridge near MIT/Harvard,463475392,Haroldo,,Cambridgeport,42.36325,-71.10162,Entire home/apt,515,14,0,,,33,349,0,
1471136270349739721,Private Apt Near Kendall Square and Charles River,20857768,Compass,,East Cambridge,42.3634946,-71.0823684,Entire home/apt,,30,0,,,14,0,0,
1471136546448011239,Luxury Apt Near Kendall Square,20857768,Compass,,East Cambridge,42.3634946,-71.0823684,Entire home/apt,,30,0,,,14,7,0,
1471137042072568860,Modern Apt Near Kendall Square with Courtyard,20857768,Compass,,East Cambridge,42.3634946,-71.0823684,Entire home/apt,,30,0,,,14,0,0,
1471137317082172545,Luxury Apt Near Kendall Sq,20857768,Compass,,East Cambridge,42.3634946,-71.0823684,Entire home/apt,240,30,0,,,14,330,0,
1471138226650799379,Luxury Apt Near Charles River,20857768,Compass,,East Cambridge,42.3634946,-71.0823684,Entire home/apt,340,30,0,,,14,352,0,
1471150007445788279,Best 2Bedroom apartment in Cambridge,373675137,Liya,,North Cambridge,42.39285,-71.1341,Entire home/apt,118,29,3,2025-09-14,3,97,218,3,C0243960491
1471813718277535667,Harvard Law at Your Door 2Bed 1 Bath with King Bed,707710580,Rashmi,,Neighborhood Nine,42.38032,-71.12235,Entire home/apt,407,30,3,2025-09-12,2.57,1,50,3,C0547800491
1472034845827407833,2 BR in Cambridge Near MIT,463475392,Haroldo,,Cambridgeport,42.36315771220426,-71.10188345357932,Entire home/apt,781,12,0,,,33,364,0,
1472037144595352321,3 BR in Cambridge/MIT/Harvard,463475392,Haroldo,,The Port,42.36493,-71.10116,Entire home/apt,819,15,0,,,33,365,0,
1473303482587872586,Downtown Luxe • Game Loft • Free Parking,51838917,Crizelda,,East Cambridge,42.36986417428054,-71.07123926551715,Entire home/apt,1123,1,0,,,3,9,0,
1474088720386564266,Penthouse Cambridge MIT Harvard,463475392,Haroldo,,The Port,42.36519809272307,-71.1000418499865,Entire home/apt,425,1,0,,,33,154,0,
1474090413103345579,Cozy Studio near MIT Harvard Gym 0259,463475392,Haroldo,,Cambridgeport,42.362977297975014,-71.10151992752122,Entire home/apt,507,1,0,,,33,364,0,
1474708958925851582,Close to Harvard & MIT 3/1,15154687,Taskin,,Wellington-Harrington,42.37228563025009,-71.08971381483939,Private room,84,1,10,2025-09-11,5.26,16,341,10,
1477154367086512225,Cozy Studio Near MIT and Harvard 0249,463475392,Haroldo,,The Port,42.36473,-71.10026,Entire home/apt,419,1,1,2025-08-17,0.70,33,362,1,
